Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
293,Kai Jones,C,21,CHO,19,58,7.5,0.605,0.154,0.615,5.4,13,9.1,9.3,0.8,0,26.6,16.5,,0,0,0,-0.017,,-5.7,-2.6,-8.3,-0.1
294,Mason Jones,SG,23,LAL,2,9,-2.4,0.282,0.25,0.25,12,11.9,11.9,0,5.3,0,10.1,47.3,,-0.1,0,-0.1,-0.456,,-13.5,-4.4,-17.9,0
295,Tre Jones,PG,22,SAS,64,998,14.3,0.537,0.137,0.253,2.9,11.5,7.1,25.7,1.7,0.5,11.5,15.1,,1.5,0.8,2.3,0.109,,-1.3,0.2,-1.1,0.2
296,Tyus Jones,PG,25,MEM,70,1473,16.8,0.545,0.376,0.126,1.2,11.2,6.1,28,2.1,0.1,7.2,16.6,,3.4,1.6,5,0.163,,1.2,0.5,1.8,1.4
297,DeAndre Jordan,C,33,TOT,45,579,16.7,0.63,0,0.29,14.6,30.9,22.8,4.7,1,5.3,19.6,13.9,,0.7,0.9,1.6,0.137,,-1.9,0.2,-1.7,0.1
297,DeAndre Jordan,C,33,LAL,32,408,17.6,0.657,0,0.292,13.5,31.8,22.6,4.5,1.2,5.7,17.3,12.8,,0.7,0.7,1.3,0.154,,-1.5,0.8,-0.7,0.1
297,DeAndre Jordan,C,33,PHI,13,171,14.6,0.571,0,0.286,17.2,28.9,23.1,5.1,0.6,4.2,24.1,16.4,,0.1,0.3,0.3,0.095,,-2.8,-1.2,-4,-0.1
298,Cory Joseph,PG,30,DET,65,1600,11.5,0.579,0.393,0.283,1.9,10.3,5.9,21.8,1.3,1,15.9,14.3,,1.7,0.9,2.6,0.078,,-2,-0.1,-2.1,0
299,Georgios Kalaitzakis,SF,23,MIL,9,48,5.9,0.535,0.364,0.818,9,8.6,8.8,0,1,2,21.1,16.9,,0,0,0,-0.009,,-5.8,-2.1,-7.9,-0.1
300,Frank Kaminsky,C,28,PHO,9,181,21.4,0.635,0.227,0.303,6.8,17.3,12.2,10.1,2.1,3.4,6.3,19,,0.5,0.3,0.9,0.231,,2.5,2.5,5,0.3
301,Luke Kennard,SG,25,LAC,67,1847,13.1,0.618,0.663,0.122,1,11.6,6.4,11.2,1,0.3,8.1,16.5,,2.7,1.5,4.2,0.109,,0.7,-0.4,0.3,1.1
302,Braxton Key,SF,24,TOT,7,108,9.2,0.416,0.262,0.071,7.7,21,14,4.3,2.3,6.7,12.2,19.7,,-0.2,0.2,-0.1,-0.023,,-7,0,-7,-0.1
302,Braxton Key,SF,24,PHI,2,6,9.1,0.5,0.5,0,18.8,18.3,18.6,25.9,8.3,0,50,30,,0,0,0,-0.168,,-9.5,3.3,-6.2,0
302,Braxton Key,SF,24,DET,5,102,9.2,0.411,0.25,0.075,7.1,21.2,13.8,3,1.9,7.1,8.8,19.1,,-0.2,0.2,0,-0.015,,-6.9,-0.2,-7.1,-0.1
303,George King,SF,28,DAL,4,19,-12.3,0.085,0.8,0.4,0,29.3,14.6,0,0,0,14.5,16.3,,-0.1,0,-0.1,-0.297,,-16.6,-3.6,-20.2,-0.1
304,Louis King,SF,22,SAC,10,104,8.2,0.438,0.574,0.213,0,12.7,6.3,12.4,0.9,0.8,0,21.2,,0,0,0,0.002,,-3,-1.7,-4.7,-0.1
305,Corey Kispert,SF,22,WAS,72,1653,10.6,0.576,0.619,0.126,3.5,8.9,6.2,6.6,1,1.1,8.5,14.6,,1.3,0.7,2,0.059,,-1,-1.6,-2.5,-0.2
306,Maxi Kleber,PF,30,DAL,59,1450,11,0.537,0.72,0.184,5.3,21.5,13.4,6.6,1,3.6,10.9,13.3,,0.7,2.2,2.9,0.097,,-1.6,1.1,-0.5,0.5
307,Brandon Knight,PG,30,DAL,5,65,13,0.561,0.68,0.32,0,13.7,6.8,18.7,0.8,0,12.3,22.5,,0.1,0.1,0.1,0.091,,-2.8,-1.9,-4.7,0
308,Nathan Knight,PF,24,MIN,36,251,17.7,0.599,0.132,0.75,12.5,20.5,16.4,10.7,1.3,3.1,14.4,19.7,,0.5,0.3,0.9,0.163,,-1.3,0.2,-1,0.1
309,Kevin Knox,SF,22,TOT,28,219,11.3,0.507,0.622,0.244,6.4,14.5,10.4,6.6,0.9,0.9,7.2,19.5,,0.1,0.1,0.3,0.055,,-1.4,-2.1,-3.5,-0.1
309,Kevin Knox,SF,22,NYK,13,111,11.7,0.529,0.7,0.25,7.6,13.8,10.7,4.2,0.9,0.9,10.1,19.5,,0,0.1,0.1,0.059,,0.5,-2,-1.5,0
309,Kevin Knox,SF,22,ATL,15,108,11,0.485,0.548,0.238,5.1,15.1,10.1,9.1,0.9,0.8,4.1,19.6,,0.1,0,0.1,0.051,,-3.4,-2.2,-5.6,-0.1
310,John Konchar,SG,25,MEM,68,1212,13.7,0.615,0.484,0.18,6.4,20.3,13.2,9.6,1.7,1.5,9,9.8,,2.2,1.7,3.9,0.153,,0.1,1.4,1.5,1.1
311,Furkan Korkmaz,SG,24,PHI,63,1366,10.5,0.508,0.562,0.175,1.7,12.1,7,13.3,1.2,0.5,8.5,17.7,,0.2,1.1,1.3,0.047,,-1.8,-1,-2.9,-0.3
312,Luke Kornet,C,26,TOT,11,59,11.4,0.373,0.176,0.235,15,12.6,13.8,9.4,1.7,1.5,0,14,,0,0.1,0.1,0.094,,-3.8,-1.1,-4.9,0
312,Luke Kornet,C,26,CLE,2,15,8.8,0.316,0.2,0.6,15.1,7.2,11.1,8.8,0,6,0,18.6,,0,0,0,0.011,,-6.7,-3.2,-9.9,0
312,Luke Kornet,C,26,MIL,1,3,-5,0,0,0,36.1,0,17.6,0,0,0,0,14.2,,0,0,0,-0.154,,-14.2,-10.5,-24.7,0
312,Luke Kornet,C,26,BOS,8,41,13.5,0.437,0.182,0.091,13.5,15.5,14.5,10.3,2.4,0,0,12.3,,0.1,0.1,0.1,0.143,,-2,0.4,-1.6,0
313,Vit Krejci,SG,21,OKC,25,514,8.5,0.571,0.67,0.174,2.8,12.1,7.4,10.5,1.3,0.9,15.8,11.7,,0.2,0.4,0.6,0.056,,-4.1,-0.8,-4.9,-0.4
314,Arnoldas Kulboka,SF,24,CHO,1,3,0,,,,0,0,0,0,0,0,,0,,0,0,0,-0.014,,-5.3,-5.3,-10.6,0
315,Jonathan Kuminga,SF,19,GSW,66,1095,14.5,0.588,0.328,0.412,5.1,16.1,10.8,8,1.2,1.7,12.2,22.9,,0.9,1.6,2.5,0.108,,-1.8,-0.5,-2.3,-0.1
316,Kyle Kuzma,PF,26,WAS,66,2204,15.2,0.547,0.401,0.234,3.6,24.2,14.1,16.4,0.9,2.2,14.1,24.2,,0,2.2,2.2,0.048,,0.3,-0.4,-0.2,1
317,Anthony Lamb,SF,24,SAS,2,8,-0.5,0,1,0,0,13.3,6.6,27.8,0,0,0,10.5,,0,0,0,-0.139,,-6.2,-1.8,-8,0
318,Jeremy Lamb,SF-SG,29,TOT,52,858,13.5,0.519,0.486,0.315,3.2,15.4,9.2,11.9,1.6,2.1,7.8,19.8,,0.7,0.6,1.2,0.069,,-0.2,-0.4,-0.7,0.3
318,Jeremy Lamb,SF,29,IND,39,613,13.5,0.524,0.513,0.351,2.7,14.6,8.5,11.7,1.8,2,8.4,20.1,,0.5,0.4,0.9,0.072,,-0.2,-0.2,-0.4,0.2
318,Jeremy Lamb,SG,29,SAC,13,245,13.6,0.504,0.419,0.226,4.4,17.5,10.9,12.4,1,2.5,6.4,19.1,,0.2,0.2,0.3,0.06,,-0.3,-1,-1.4,0
319,Jock Landale,C,26,SAS,51,550,16.6,0.612,0.432,0.193,10.9,12.7,11.8,10.8,0.9,2.1,13,18.3,,1,0.4,1.4,0.125,,0.9,-1.1,-0.2,0.2
320,Romeo Langford,SG,22,TOT,45,744,9.4,0.523,0.447,0.202,4.4,10.7,7.6,3.5,1.4,2,7.2,13.1,,0.3,1,1.3,0.083,,-2.3,0.9,-1.4,0.1
320,Romeo Langford,SG,22,BOS,44,728,9.3,0.52,0.451,0.185,4.5,10.8,7.7,3.6,1.4,2,7.4,13,,0.3,1,1.3,0.084,,-2.3,1,-1.3,0.1
320,Romeo Langford,SG,22,SAS,1,16,11.2,0.608,0.25,1,0,6.6,3.3,0,0,0,0,15.2,,0,0,0,0.043,,-2.6,-2.6,-5.2,0
321,Zach LaVine,SF,26,CHI,65,2271,20.2,0.606,0.401,0.318,1.1,13.7,7.5,20.6,0.9,0.8,11.3,29,,4.5,1.4,5.9,0.124,,4,-1.4,2.5,2.6
322,Jake Layman,SF,27,MIN,33,214,7.7,0.466,0.486,0.2,2.9,13.8,8.2,5.7,1.3,2.3,11.6,16.8,,-0.2,0.2,0,-0.001,,-4.2,-0.7,-4.8,-0.2
323,Damion Lee,SG,29,GSW,59,1180,10.8,0.563,0.504,0.195,2.3,14.8,8.7,7,1.6,0.4,8.5,15.7,,0.8,1.6,2.5,0.1,,-2.4,0.4,-2,0
324,Saben Lee,PG,22,DET,35,554,13.6,0.486,0.355,0.349,2.8,13.6,7.9,25.3,2.9,1.8,12.8,17,,0.2,0.6,0.9,0.075,,-1.9,1.7,-0.3,0.2
325,Alex Len,C,28,SAC,39,620,13.2,0.577,0.119,0.358,9,19.4,14.1,10.5,1,3.5,17.4,17,,0.4,0.5,0.9,0.071,,-3.1,0.2,-2.9,-0.1
326,Caris LeVert,SG,27,TOT,54,1649,15.4,0.524,0.299,0.217,2.8,10.9,6.8,22.1,1.4,1.2,10.2,26,,1.1,0.9,2,0.059,,0.2,-1.3,-1,0.4
326,Caris LeVert,SG,27,IND,39,1214,16.4,0.53,0.304,0.235,2.7,11.2,6.9,22.9,1.4,1.3,9.9,26.9,,1.1,0.5,1.6,0.063,,1.1,-1.3,-0.3,0.5
326,Caris LeVert,SG,27,CLE,15,435,12.4,0.501,0.285,0.161,3.1,10.2,6.7,19.7,1.5,0.8,11.2,23.6,,0,0.5,0.4,0.047,,-2,-1,-3.1,-0.1
327,Kira Lewis Jr.,PG,20,NOP,24,341,9.8,0.466,0.397,0.082,2.9,9.9,6.3,21.8,1.6,0.3,14.7,22.4,,-0.3,0.2,-0.1,-0.016,,-2.8,-1.2,-3.9,-0.2
328,Scottie Lewis,SG,21,CHO,2,7,14.7,0.568,,,0,0,0,16.3,6.9,0,0,5.3,,0,0,0,0.164,,0,5.9,5.9,0
329,Damian Lillard,PG,31,POR,29,1056,18.6,0.55,0.514,0.328,1.3,11.5,6.2,33.6,0.8,1,11.6,29.2,,1.8,0.1,1.8,0.084,,4,-2.7,1.3,0.9
330,Nassir Little,SF,21,POR,42,1088,13.6,0.575,0.489,0.298,5.6,18.6,11.9,7.4,1.1,3.3,10.1,15.7,,1.2,0.6,1.8,0.079,,-0.8,-0.6,-1.4,0.2
331,Isaiah Livers,SF,23,DET,15,280,11,0.63,0.75,0.088,4,13.8,8.7,8.4,1.4,1.9,13.5,12.5,,0.3,0.2,0.5,0.086,,-1,-0.1,-1,0.1
332,Kevon Looney,C,25,GSW,78,1675,15.9,0.586,0.003,0.355,13.6,23.8,18.8,13.2,1.4,3,13.8,12.3,,3.5,3,6.5,0.186,,-0.9,1.7,0.8,1.2
333,Brook Lopez,C,33,MIL,9,202,11,0.523,0.481,0.182,6.4,10.2,8.4,4.2,1,4.8,10.7,19.7,,0,0.2,0.2,0.05,,-3.2,-0.7,-3.9,-0.1
334,Robin Lopez,C,33,ORL,32,544,14.1,0.575,0.028,0.249,12.4,9.9,11.2,14.6,0.1,3,17.3,19.3,,0.4,0.3,0.7,0.063,,-2.2,-1.4,-3.6,-0.2
335,Didi Louzada,SG-SF,22,TOT,4,35,9.1,0.364,0.818,0,12.3,3.3,7.9,11.6,1.4,2.8,0,13.5,,0,0,0,0.021,,-2.3,-3.4,-5.7,0
335,Didi Louzada,SF,22,NOP,2,7,-1.2,0,1,0,31.1,0,15.8,17.2,0,0,0,18.5,,0,0,0,-0.237,,-4.1,-8.4,-12.5,0
335,Didi Louzada,SG,22,POR,2,28,11.6,0.5,0.75,0,7.6,4.1,5.9,10.2,1.7,3.5,0,12.3,,0,0,0.1,0.086,,-1.9,-2.1,-4,0
336,Kevin Love,PF,33,CLE,70,1583,19,0.586,0.623,0.263,5.6,28.7,17.4,15.2,0.8,1,10.3,24.9,,2.8,2.4,5.3,0.159,,3.9,0.2,4.1,2.5
337,Kyle Lowry,PG,35,MIA,61,2067,14.9,0.595,0.616,0.273,1.7,12.9,7.4,32.5,1.6,0.9,19.3,18.2,,3.5,2.6,6.1,0.141,,1.1,0.8,1.8,2
338,Timothé Luwawu-Cabarrot,SF,26,ATL,49,641,9.8,0.562,0.652,0.225,2.6,10.5,6.6,7.7,1.4,0.8,8.9,14.6,,0.6,0.3,0.9,0.065,,-2.1,-1,-3.1,-0.2
339,Trey Lyles,PF,26,TOT,71,1458,16.7,0.589,0.377,0.441,6.2,21,13.3,9.3,0.9,2,9.8,20.7,,2.4,1.1,3.6,0.117,,0.7,-0.8,-0.1,0.7
339,Trey Lyles,PF,26,DET,51,990,16.8,0.576,0.38,0.458,6.2,21.2,13.3,9.5,1.1,2.4,10.5,22.4,,1.3,0.9,2.2,0.109,,0.5,-0.4,0.1,0.5
339,Trey Lyles,PF,26,SAC,20,468,16.5,0.623,0.367,0.395,6.2,20.7,13.3,8.7,0.5,1.1,8,17.2,,1.1,0.2,1.3,0.135,,1.2,-1.6,-0.4,0.2
340,Théo Maledon,PG,20,OKC,50,881,10.7,0.501,0.477,0.318,2.3,12.6,7.4,18.2,1.7,1.2,15.2,20.3,,-0.4,0.8,0.3,0.017,,-3.7,-0.8,-4.4,-0.5
341,Sandro Mamukelashvili,PF,22,MIL,38,354,13.7,0.599,0.479,0.17,9.8,10.8,10.3,6.9,1,2.4,9.8,13.5,,0.7,0.3,0.9,0.127,,0.3,-0.9,-0.5,0.1
342,Terance Mann,SF,25,LAC,77,2222,13.4,0.571,0.304,0.242,5,14.5,9.9,13.1,1.2,0.7,9.9,16,,2.9,2.2,5.1,0.111,,-0.8,0.1,-0.7,0.7
343,Tre Mann,PG,20,OKC,60,1367,10.3,0.501,0.463,0.139,1.9,11.1,6.4,10.7,1.7,0.8,10.2,21.9,,-1,1.1,0.1,0.004,,-3.3,-1.1,-4.4,-0.8
344,Boban Marjanović,C,33,DAL,21,108,20.2,0.616,0.049,0.328,7.1,24.8,15.9,4,0,2.5,13.6,33.7,,0,0.1,0.1,0.061,,-1.8,-1.1,-2.9,0
345,Lauri Markkanen,PF,24,CLE,57,1758,14.4,0.573,0.537,0.228,3.7,16.3,10.2,6.7,1.3,1.4,6.7,19.3,,2.3,2.3,4.5,0.124,,0.2,0.1,0.3,1
346,Naji Marshall,SF,24,NOP,50,646,12.6,0.504,0.416,0.34,5.7,16.8,11.2,11.6,2.4,0.9,12.2,20.8,,0,0.7,0.8,0.057,,-2.6,-0.3,-2.9,-0.1
347,Caleb Martin,SF,26,MIA,57,1293,15.2,0.615,0.373,0.231,6.1,13,9.6,7.3,2.2,2.1,9.9,16.4,,2,2,4,0.148,,0.4,1,1.4,1.1
348,Cody Martin,SF,26,CHO,67,1764,12.5,0.57,0.373,0.257,4.5,11.8,8.1,12.6,2.2,1.6,11.6,12.3,,2.1,1.4,3.5,0.096,,-1.3,0.7,-0.7,0.6
349,Kelan Martin,SF,26,TOT,30,450,9.5,0.484,0.439,0.076,4.1,9.5,6.8,6.7,1.4,1.7,7.3,18.2,,-0.1,0.2,0.1,0.008,,-2.6,-1,-3.6,-0.2
349,Kelan Martin,SF,26,IND,27,444,9.7,0.492,0.44,0.077,4,9.4,6.6,6.8,1.4,1.8,7.5,18.1,,-0.1,0.2,0.1,0.013,,-2.4,-0.9,-3.3,-0.1
349,Kelan Martin,SF,26,BOS,3,6,-11.3,0,0.333,0,18.4,17.6,18,0,0,0,0,22,,-0.1,0,0,-0.384,,-14.8,-10.5,-25.3,0
350,Kenyon Martin Jr.,SF,21,HOU,75,1569,14.6,0.603,0.309,0.237,5.5,14.8,10.1,9.5,1,2.1,9.5,16.4,,2.2,0.6,2.8,0.087,,0.1,-1.2,-1.1,0.4
351,Garrison Mathews,SG,25,HOU,61,1604,11.2,0.606,0.834,0.384,2.1,9.8,5.9,5.3,1.6,1.2,7,14.5,,2.2,0.5,2.7,0.081,,-1.2,-1,-2.2,-0.1
352,Dakota Mathias,SG,26,MEM,6,16,11.1,0.5,1,0,0,13.3,6.5,8,3,0,0,15.4,,0,0,0,0.117,,-1.4,1.7,0.3,0
353,Wesley Matthews,SG,35,MIL,45,913,6.7,0.521,0.718,0.104,3.4,6.6,5,4.6,1.2,0.7,7,10.6,,0.4,0.5,1,0.051,,-3.1,-0.3,-3.4,-0.3
354,Tyrese Maxey,PG,21,PHI,70,2492,15.9,0.584,0.3,0.244,1.2,9,5.2,19,1,1.1,7,20,,4.8,1.8,6.6,0.128,,1.1,-0.7,0.4,1.5
355,Skylar Mays,SG,24,ATL,26,216,12,0.589,0.391,0.141,2.6,10.1,6.3,11,1.6,0,12.8,15.8,,0.2,0.1,0.3,0.061,,-1.1,-0.8,-1.9,0
356,Miles McBride,PG,21,NYK,37,336,5.9,0.374,0.611,0.126,1.3,11.8,6.4,17.1,1.9,0.3,4.7,13.7,,-0.2,0.3,0.2,0.022,,-5.8,1.1,-4.8,-0.2
357,Mac McClung,PG,23,CHI,1,3,8.8,1,0,0,0,0,0,0,0,0,50,29.4,,0,0,0,-0.249,,-6.9,-8.4,-15.3,0
358,CJ McCollum,SG,30,TOT,57,2014,18.5,0.557,0.405,0.142,2.7,11.5,7,25.9,1.5,1.1,9.3,27.3,,2.8,0.9,3.6,0.086,,3.4,-1.3,2.1,2.1
358,CJ McCollum,SG,30,POR,36,1267,15.9,0.532,0.435,0.102,2.8,10.7,6.6,22.2,1.4,1.6,9.2,26,,0.9,0.3,1.2,0.045,,1.8,-1.7,0.1,0.7
358,CJ McCollum,SG,30,NOP,21,747,22.9,0.595,0.358,0.205,2.5,12.9,7.6,32.2,1.6,0.1,9.6,29.5,,1.9,0.5,2.4,0.157,,6,-0.6,5.4,1.4
359,T.J. McConnell,PG,29,IND,24,581,15.2,0.536,0.138,0.083,3.6,11.9,7.7,28.5,2.1,1.3,13,15.9,,0.8,0.3,1.2,0.099,,-0.3,1.6,1.3,0.5
360,Jaden McDaniels,PF,21,MIN,67,1749,10.3,0.551,0.456,0.13,4.5,13.2,8.8,6.1,1.4,2.9,11.3,15.4,,0.7,1.7,2.4,0.067,,-2.9,0,-2.9,-0.4
361,Jalen McDaniels,SF,24,CHO,51,822,11.3,0.574,0.43,0.298,4.3,15.8,9.9,8,1.3,2.1,11.9,15.1,,0.6,0.6,1.3,0.073,,-2.8,-0.6,-3.4,-0.3
362,Doug McDermott,PF,30,SAS,51,1223,11.5,0.593,0.551,0.11,1.5,8.4,4.9,7.2,0.5,0.4,8.1,18.3,,1.1,0.4,1.6,0.062,,-0.4,-2.2,-2.6,-0.2
363,JaVale McGee,C,34,PHO,69,1078,23.4,0.661,0.019,0.318,15.5,29.8,22.9,5.5,0.9,6.3,15.5,23,,2.4,2.4,4.8,0.215,,0.4,1.1,1.5,1
364,Cameron McGriff,SF,24,POR,3,46,12.5,0.47,0.429,0.143,13.8,22.3,17.9,9.3,0,2.1,0,14,,0.1,0,0.1,0.1,,-0.9,-3.1,-4.1,0
365,Rodney McGruder,SG,30,DET,48,680,10.7,0.559,0.673,0.102,4.4,11.5,7.8,9.4,1.4,0.7,9.3,14.3,,0.5,0.4,0.9,0.066,,-1,-0.7,-1.8,0
366,Alfonzo McKinnie,SF,29,CHI,17,206,5.7,0.457,0.443,0.131,7.1,10.8,9,3.2,0.5,1.3,9.8,15.3,,-0.2,0.1,-0.1,-0.012,,-5.6,-3.4,-8.9,-0.4
367,JaQuori McLaughlin,PG,24,DAL,4,11,-2.9,0,0.5,0,0,0,0,22.4,0,0,0,8.2,,0,0,0,-0.103,,-9.4,-4.2,-13.6,0
368,Jordan McLaughlin,PG,25,MIN,58,827,13.3,0.514,0.406,0.198,2.6,8.8,5.7,26.8,3.1,0.9,14.3,12,,1.1,0.9,2.1,0.12,,-1.3,1.6,0.4,0.5
369,Ben McLemore,SG,28,POR,59,1153,11.2,0.557,0.776,0.155,1.1,8,4.4,6.6,1.3,0.9,8.2,21.3,,0.5,0.1,0.7,0.027,,-0.9,-2.7,-3.6,-0.5
370,De'Anthony Melton,SG,23,MEM,69,1557,15.3,0.528,0.532,0.165,3.9,17.1,10.4,15.7,3.1,2,13,21.3,,0.9,2.7,3.5,0.109,,0.3,1.7,2,1.6
371,Sam Merrill,SG,25,MEM,6,58,7.6,0.485,0.958,0.167,1.8,11,6.3,9,0,0,7.2,19.6,,0,0,0,0.032,,-2.2,-3.4,-5.6,-0.1
372,Chimezie Metu,C,24,SAC,56,1178,13.3,0.541,0.419,0.201,3,25.9,14.3,7.1,1.8,2.2,11,18.8,,0.1,1.3,1.3,0.053,,-1.6,0,-1.6,0.1
373,Khris Middleton,SF,30,MIL,62,2009,18.5,0.58,0.422,0.296,2.2,15.4,8.9,25.5,1.7,0.8,14.2,26.9,,3.2,2,5.2,0.125,,2.1,-0.3,1.8,1.9
