Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
104,Josh Christopher,SG,20,HOU,72,1284,12.1,0.529,0.378,0.226,4.4,11,7.7,17.1,2.3,0.9,17.2,21.1,,-0.4,0.7,0.2,0.008,,-2.2,-1.3,-3.5,-0.5
105,Gary Clark,PF,27,NOP,36,340,10.6,0.515,0.821,0.103,5.7,21.2,13.3,5.9,1.7,2,7.9,11.2,,0.2,0.4,0.6,0.087,,-0.5,0.3,-0.2,0.2
106,Brandon Clarke,PF,25,MEM,63,1228,23.3,0.654,0.05,0.297,11.1,17.8,14.4,10,1.5,4.9,6.4,17.6,,4.2,1.9,6.1,0.238,,2.9,1,3.9,1.8
107,Jordan Clarkson,SG,29,UTA,77,2090,15.1,0.536,0.534,0.157,3.4,9.9,6.8,14.5,1.5,0.7,9.7,26.9,,1.7,1.8,3.5,0.08,,0.7,-1.3,-0.6,0.7
108,Nic Claxton,C,22,BRK,45,935,18.5,0.664,0,0.357,10.6,18.6,14.7,5.9,1.2,4.8,11.1,15.3,,2.1,1.1,3.2,0.166,,0.2,0.1,0.3,0.5
109,Amir Coffey,SG,24,LAC,67,1520,12.6,0.59,0.55,0.259,1.7,10.9,6.4,11.2,1.2,0.8,8,15.5,,2.1,1.3,3.4,0.107,,-0.6,0,-0.7,0.5
110,John Collins,PF,24,ATL,54,1663,18.7,0.61,0.273,0.262,6.1,21.5,13.9,9,1,3,7.7,20.5,,3.6,1.4,5.1,0.146,,1.5,-0.1,1.5,1.5
111,Zach Collins,PF,24,SAS,26,465,16,0.587,0.272,0.401,10.3,21.3,15.8,15.9,1,3.4,19.5,19.5,,0.5,0.6,1.1,0.11,,-1.3,0.4,-0.9,0.1
112,Darren Collison,PG,34,LAL,3,37,-0.2,0.286,0.429,0,0,11.6,5.8,6.7,1.3,0,12.5,9.3,,-0.1,0,-0.1,-0.07,,-10,-0.9,-11,-0.1
113,Mike Conley,PG,34,UTA,70,1999,17.4,0.575,0.525,0.204,2.7,8.8,5.8,27.4,2.3,0.9,12.6,20.8,,4.4,2.1,6.6,0.157,,2.5,0.6,3.1,2.6
114,Pat Connaughton,SG,29,MIL,64,1667,13.5,0.621,0.748,0.107,2.9,14,8.6,6.6,1.6,0.9,6.2,14,,2.8,1.6,4.4,0.125,,0.8,0.3,1.1,1.3
115,Tyler Cook,PF,24,CHI,19,196,13,0.645,0,0.861,9.2,20.5,14.9,2,1,1.8,12.4,12.7,,0.3,0.2,0.5,0.127,,-2.9,-1,-4,-0.1
116,Sharife Cooper,PG,20,ATL,12,37,-5.7,0.25,0.429,0,0,14.7,7.4,17.3,0,0,26.3,22.4,,-0.2,0,-0.2,-0.313,,-11.6,-5.2,-16.8,-0.1
117,Petr Cornelie,PF,26,DEN,13,38,9.6,0.418,0.533,0.267,21.3,19.9,20.6,10.8,1.3,2.4,19.3,24,,-0.1,0,0,-0.013,,-6.1,-2.8,-8.8,-0.1
118,DeMarcus Cousins,C,31,TOT,47,694,17.6,0.559,0.375,0.375,11.4,29.3,20.6,14.6,2.4,2.5,18.2,28.3,,0.1,1.2,1.4,0.094,,-2.2,0.2,-2,0
118,DeMarcus Cousins,C,31,MIL,17,287,19.1,0.572,0.407,0.322,9.1,26.8,18.1,9.3,2.7,2.7,10.6,22.4,,0.5,0.5,1,0.163,,-0.3,0.9,0.6,0.2
118,DeMarcus Cousins,C,31,DEN,30,407,16.6,0.552,0.357,0.407,13.1,31.1,22.4,18.3,2.2,2.5,22,32.4,,-0.3,0.7,0.4,0.044,,-3.6,-0.3,-3.9,-0.2
119,Robert Covington,PF-SF,31,TOT,69,1907,12.4,0.57,0.679,0.136,3.2,18.7,10.8,6.8,2.6,4.5,12.6,13.4,,0.8,2.3,3.1,0.078,,-1.6,1.7,0.1,1
119,Robert Covington,PF,31,POR,48,1431,10,0.519,0.685,0.107,3,18.5,10.5,6.6,2.5,4.3,14.2,12.4,,-0.3,1.4,1.1,0.038,,-2.8,1.6,-1.2,0.3
119,Robert Covington,SF,31,LAC,21,476,19.5,0.68,0.667,0.2,3.7,19.1,11.6,7.2,2.9,5,8.9,16.5,,1,0.9,2,0.198,,2,2.3,4.3,0.8
120,Torrey Craig,SF,31,TOT,76,1557,10.9,0.557,0.521,0.122,5.8,15.7,10.8,7.5,1.4,1.9,12.8,14.2,,0.9,1.4,2.3,0.07,,-1.8,-0.1,-1.9,0
120,Torrey Craig,SF,31,IND,51,1034,10.8,0.555,0.491,0.125,6.3,14.8,10.5,7.7,1.1,1.6,11.6,13.9,,0.8,0.5,1.3,0.058,,-1.6,-0.6,-2.2,-0.1
120,Torrey Craig,SF,31,PHO,25,523,11.2,0.561,0.579,0.117,4.9,17.3,11.3,7.1,2,2.5,15,14.8,,0.1,0.9,1,0.094,,-2.3,1,-1.3,0.1
121,Jae Crowder,PF,31,PHO,66,1860,11.4,0.544,0.672,0.168,1.8,17.7,10,8.4,2.4,1.4,8.7,14.6,,0.9,3.3,4.3,0.11,,-1.3,2.3,1,1.4
122,Jarrett Culver,SG,22,MEM,36,307,9.5,0.44,0.345,0.244,4.3,11.5,7.8,13.9,3,1.5,12,20,,-0.3,0.5,0.2,0.028,,-5.2,0.9,-4.4,-0.2
123,Jarron Cumberland,SG,24,POR,3,12,8.4,0.5,0.5,0,8.9,19,13.7,11.5,0,0,0,7.2,,0,0,0,0.08,,-4.3,-2.3,-6.6,0
124,Cade Cunningham,PG,20,DET,63,2050,13.3,0.506,0.353,0.164,2.9,16.1,9.2,29.1,1.9,1.9,17.4,27.5,,-2.1,1.9,-0.2,-0.006,,-1,-0.5,-1.4,0.3
125,Seth Curry,SG,31,TOT,63,2106,13.7,0.614,0.504,0.129,1.1,9.1,5.2,16.4,1.2,0.6,12.3,18.6,,2.7,1.5,4.1,0.094,,0.3,-0.9,-0.6,0.8
125,Seth Curry,SG,31,PHI,45,1566,13.4,0.603,0.473,0.138,1.2,9.4,5.4,17.9,1.1,0.6,13,18.5,,1.7,1.1,2.9,0.088,,-0.1,-0.9,-1.1,0.4
125,Seth Curry,SG,31,BRK,18,540,14.6,0.644,0.584,0.104,0.6,8.5,4.6,12.2,1.5,0.5,10.2,18.7,,0.9,0.3,1.3,0.111,,1.4,-0.8,0.6,0.4
126,Stephen Curry,PG,33,GSW,64,2211,21.4,0.601,0.613,0.243,1.7,14.4,8.3,30.5,1.9,1,13.2,30.8,,4.6,3.3,8,0.173,,5.4,0.4,5.8,4.3
127,Anthony Davis,C,28,LAL,40,1404,23.9,0.578,0.101,0.351,8.1,22,15.1,14.7,1.7,5.7,9.3,27.1,,2.6,2,4.5,0.155,,2.6,1.2,3.7,2
128,Ed Davis,C,32,CLE,30,200,9.4,0.632,0,0.875,7.9,27,17.7,4.6,0.7,4,18.4,6,,0.2,0.3,0.5,0.127,,-4.3,2.5,-1.8,0
129,Terence Davis,SG,24,SAC,30,536,14.6,0.543,0.558,0.165,2.2,17.1,9.5,11.9,2.2,1.8,10.3,25.6,,0,0.5,0.5,0.045,,-0.6,-0.4,-0.9,0.2
130,Gabriel Deck,PF,26,OKC,7,56,11.5,0.643,0.286,0,1.8,9.3,5.5,13.7,0.9,0,12.5,12.3,,0.1,0,0.1,0.082,,-1.1,-1.3,-2.4,0
131,Dewayne Dedmon,C,32,MIA,66,1050,15.9,0.633,0.16,0.34,11.5,29.4,20.6,6.6,1.1,4.1,17.2,17,,1.5,2,3.5,0.16,,-2.1,1.1,-1.1,0.2
132,Sam Dekker,PF,27,TOR,1,1,0,,,,0,0,0,0,0,0,,0,,0,0,0,0.002,,-6.2,-3.4,-9.6,0
133,Javin DeLaurier,C,23,MIL,1,3,15.7,,,,0,34.6,17.7,0,16,0,,0,,0,0,0,0.26,,-4.7,11.7,7,0
134,DeMar DeRozan,PF,32,CHI,75,2713,23.3,0.59,0.093,0.387,2.3,13.8,8.1,23.6,1.2,0.8,9,31.8,,7.1,1.9,9,0.159,,3.5,-0.9,2.7,3.2
135,Mamadi Diakite,PF,25,OKC,13,188,11.7,0.54,0.106,0.234,9.2,23.3,16.1,1.6,1.3,4.5,11.9,13.5,,0.1,0.3,0.3,0.082,,-5.9,0.9,-5,-0.1
136,Cheick Diallo,C,25,DET,3,31,12.3,0.517,0,0.75,13.3,29.4,20.9,0,1.6,0,8.6,16.1,,0,0,0.1,0.109,,-4.2,-3.3,-7.5,0
137,Hamidou Diallo,SG,23,DET,58,1269,15.8,0.541,0.177,0.266,5.6,18.7,11.8,9.8,2.7,1.2,9,21.8,,0.6,1.5,2.1,0.081,,-1.2,0.7,-0.5,0.5
138,Gorgui Dieng,C,32,ATL,44,371,17.4,0.624,0.607,0.232,9.5,26,17.8,12.7,1.5,3.1,13.9,16.9,,0.8,0.4,1.2,0.155,,1.4,0.7,2.1,0.4
139,Spencer Dinwiddie,PG,28,TOT,65,1946,14.9,0.539,0.445,0.343,2.6,12.9,7.8,25.6,1.1,0.5,10.9,21.4,,2.5,1.3,3.8,0.094,,0.6,-0.5,0.1,1
139,Spencer Dinwiddie,PG,28,WAS,44,1330,13.2,0.501,0.459,0.291,3,14,8.6,27.5,1,0.4,11.6,21,,1,0.7,1.6,0.059,,-0.2,-0.7,-0.9,0.3
139,Spencer Dinwiddie,PG,28,DAL,21,616,18.5,0.615,0.416,0.455,1.6,10.7,6.1,21.5,1.2,0.7,9.5,22.4,,1.6,0.6,2.2,0.171,,2.4,-0.1,2.3,0.7
140,Donte DiVincenzo,SG,25,TOT,40,958,11.1,0.503,0.654,0.233,4.5,13.8,9.1,16,2.3,0.8,16,18.7,,-0.1,0.8,0.7,0.034,,-1.9,-0.4,-2.3,-0.1
140,Donte DiVincenzo,SG,25,MIL,17,341,8,0.47,0.627,0.229,5.7,12.8,9.3,11.3,1.6,0.8,17.7,19.8,,-0.4,0.3,-0.1,-0.009,,-3.8,-1.7,-5.5,-0.3
140,Donte DiVincenzo,SG,25,SAC,23,617,12.9,0.523,0.67,0.235,3.8,14.3,9,18.6,2.7,0.7,15,18.1,,0.2,0.5,0.7,0.058,,-0.8,0.3,-0.5,0.2
141,Luka Dončić,PG,22,DAL,63,2242,24.7,0.567,0.403,0.345,2.7,25.8,14.2,45.9,1.6,1.4,15.3,37.3,,3.5,3.6,7.1,0.152,,6.3,1.7,8,5.7
142,Luguentz Dort,SF,22,OKC,51,1665,12.3,0.541,0.539,0.263,2.3,10.9,6.5,8.6,1.3,1,9.8,23.3,,0.3,1.2,1.4,0.042,,-1.5,-0.7,-2.2,-0.1
143,Ayo Dosunmu,SG,22,CHI,75,2037,11,0.593,0.351,0.136,1.4,10,5.7,16.4,1.3,1.2,15.6,13.8,,1.6,1.3,3,0.07,,-2,0,-2,0
144,Damyean Dotson,SG,27,NYK,2,21,6.4,0.5,0.25,0,0,10.4,5.1,7,0,0,0,8.3,,0,0,0,0.043,,-3.7,-1.3,-5,0
145,Devon Dotson,PG,22,CHI,11,85,9.9,0.538,0.391,0.391,1.3,10.5,5.9,24,0.6,0,15.6,16.6,,0.1,0,0.1,0.049,,-3.4,-1.5,-4.9,-0.1
146,Sekou Doumbouya,PF,21,LAL,2,16,40.8,0.717,0.25,0.5,13.5,26.8,20.2,0,9,11.1,17,31.6,,0,0.1,0.1,0.3,,8.8,10,18.8,0.1
147,Jeff Dowtin,PG,24,TOT,9,108,6.8,0.353,0.346,0.077,7.9,9.8,8.9,12.7,2.2,0.9,15.7,12.8,,-0.1,0.1,0,-0.011,,-5.7,0.1,-5.6,-0.1
147,Jeff Dowtin,PG,24,GSW,4,28,9.5,0.5,0.167,0,4,22.7,13.6,14.6,0,3.4,14.3,10.9,,0,0,0.1,0.088,,-4.3,0.7,-3.6,0
147,Jeff Dowtin,PG,24,MIL,1,3,-12.9,0,1,0,0,0,0,0,0,0,0,14.2,,0,0,0,-0.344,,-15.7,-6.9,-22.6,0
147,Jeff Dowtin,PG,24,ORL,4,77,6.5,0.327,0.368,0.105,9.6,5.5,7.5,12.5,3.1,0,16.8,13.4,,-0.1,0.1,-0.1,-0.033,,-5.8,0.1,-5.7,-0.1
148,PJ Dozier,SG,25,DEN,18,340,8.7,0.463,0.485,0.131,4.8,15.6,10.3,11.3,1.6,1.6,11,15.2,,-0.1,0.4,0.3,0.039,,-2.9,0.9,-2,0
149,Goran Dragić,PG,35,TOT,21,498,10,0.474,0.417,0.219,2.9,11.3,7.1,22.9,1.9,0.7,17,17.2,,-0.1,0.4,0.4,0.035,,-2.9,-0.5,-3.4,-0.2
149,Goran Dragić,PG,35,TOR,5,90,16.2,0.521,0.412,0.294,2.3,15.2,8.4,14.4,2.8,1.1,2.5,18.7,,0.2,0.1,0.3,0.163,,-0.6,2.6,2,0.1
149,Goran Dragić,PG,35,BRK,16,408,8.6,0.46,0.419,0.197,3,10.4,6.8,24.8,1.7,0.7,20.6,16.9,,-0.2,0.3,0.1,0.006,,-3.4,-1.2,-4.5,-0.3
150,Andre Drummond,C,28,TOT,71,1393,20.5,0.563,0.007,0.39,17.8,33.9,26,13.9,2.7,4.2,18.9,18.9,,1.7,3,4.7,0.162,,-0.4,1.4,1,1
150,Andre Drummond,C,28,PHI,49,902,19.4,0.544,0.008,0.345,17.1,36.1,26.8,16.1,3.1,4.5,22.4,17.6,,0.7,2.2,2.9,0.154,,-1.2,2.4,1.3,0.7
150,Andre Drummond,C,28,BRK,22,491,22.4,0.589,0.006,0.451,19,29.9,24.5,9.9,2.1,3.6,13.9,21.4,,1,0.8,1.8,0.178,,1,-0.5,0.4,0.3
151,Chris Duarte,SG,24,IND,55,1541,12.3,0.537,0.411,0.18,2.9,13.5,8.2,10.9,1.8,0.6,11.8,21.1,,0.3,0.7,1,0.032,,-1.2,-1.1,-2.3,-0.1
152,David Duke Jr.,PG,22,BRK,21,340,10.1,0.444,0.343,0.194,9.8,11.6,10.7,6.6,2,1.8,7.1,16,,0,0.3,0.3,0.049,,-3,-0.9,-3.9,-0.2
153,Kris Dunn,PG,27,POR,14,336,12.5,0.482,0.108,0.176,2.8,13.5,8,34.9,3.3,0.9,22.5,18.3,,-0.1,0.3,0.2,0.026,,-4.4,-0.8,-5.3,-0.3
154,Kevin Durant,PF,33,BRK,53,1966,25.8,0.635,0.267,0.361,1.6,19.7,10.8,28.8,1.1,2.3,12.6,31.3,,6.2,2,8.2,0.199,,6.5,0.8,7.3,4.6
155,Jaime Echenique,C,24,WAS,1,3,0,,,,0,0,0,0,0,0,,0,,0,0,0,-0.012,,-5.5,-3,-8.5,0
156,Anthony Edwards,SG,20,MIN,71,2448,16.6,0.561,0.483,0.225,2.6,12.6,7.5,17.5,2,1.8,12.2,26.4,,1.9,2.4,4.4,0.085,,1.7,-0.4,1.3,2
157,Carsen Edwards,SG,23,DET,2,40,8.6,0.373,0.471,0.059,2.6,5.7,4.1,33.7,2.4,0,10.3,20.9,,-0.1,0,0,-0.033,,-5.8,-1.8,-7.6,-0.1
158,Kessler Edwards,SF,21,BRK,46,924,8.5,0.518,0.524,0.068,4.9,14,9.6,4.3,1.5,2.1,13.4,13.8,,-0.2,0.8,0.6,0.033,,-3,-0.6,-3.7,-0.4
159,Rob Edwards,SG,25,OKC,2,11,-0.8,0.375,1,0,0,28.4,14,0,0,0,20,19.6,,-0.1,0,0,-0.179,,-8.3,-2.9,-11.2,0
160,CJ Elleby,SF,21,POR,56,1110,9.3,0.492,0.409,0.289,6,15.8,10.7,10.4,1.4,1.6,13.5,14.8,,0,0.4,0.5,0.02,,-3.7,-1.6,-5.3,-0.9
161,Wayne Ellington,SG,34,LAL,41,758,9.6,0.583,0.899,0.041,1.4,8.8,5.1,5.2,1.5,0.5,7.5,13.6,,0.5,0.4,0.9,0.057,,-0.9,-0.4,-1.4,0.1
162,Joel Embiid,C,27,PHI,67,2260,31,0.612,0.189,0.598,7.1,30.8,19.1,23.7,1.7,3.9,11.2,37.3,,7.6,4.1,11.7,0.248,,7.2,1.9,9.1,6.3
163,James Ennis III,SF,31,TOT,7,56,17.8,0.553,0.333,0.208,9.9,13.2,11.6,7.5,1.7,3.1,7.1,22,,0.1,0.1,0.1,0.113,,-0.1,-1,-1.1,0
163,James Ennis III,SF,31,BRK,2,14,14.7,0.357,0.286,0,15.9,22.8,19.4,0,3.5,6.4,0,21.5,,0,0,0,0.034,,-0.5,-0.6,-1.1,0
163,James Ennis III,SF,31,LAC,2,28,26.3,0.784,0.364,0.364,7.8,11.1,9.5,0,1.7,3,7.3,21.6,,0.1,0,0.2,0.275,,3.6,0.2,3.9,0
163,James Ennis III,SF,31,DEN,3,14,3.7,0.311,0.333,0.167,8.2,7.7,8,29.8,0,0,13.4,23.3,,0,0,0,-0.133,,-7.2,-4,-11.2,0
164,Drew Eubanks,C,24,TOT,70,1213,18.1,0.639,0.062,0.359,11.2,22.2,16.6,10.3,1.2,2.9,16,17.3,,2.3,1.1,3.4,0.133,,-0.4,-0.8,-1.3,0.2
164,Drew Eubanks,C,24,SAS,49,595,16,0.588,0.05,0.497,11.2,23.4,17.2,11.1,1,4.2,19.2,17,,0.6,0.8,1.4,0.115,,-1.9,0.7,-1.2,0.1
164,Drew Eubanks,C,24,POR,21,618,20.2,0.683,0.071,0.247,11.2,21,15.9,9.5,1.3,1.6,13.1,17.7,,1.6,0.3,1.9,0.151,,1,-2.2,-1.3,0.1
165,Tacko Fall,C,26,CLE,11,59,11.3,0.398,0,0.583,13.4,29.3,21.5,4.6,0,9.1,16.6,13.6,,-0.1,0.1,0.1,0.044,,-4.2,0.8,-3.4,0
166,Derrick Favors,C,30,OKC,39,653,13.6,0.534,0.088,0.137,9,20.1,14.5,5.9,1.3,1.7,4.5,13.4,,0.8,0.7,1.5,0.108,,-2.3,0.3,-2,0
167,Bruno Fernando,C,23,TOT,30,152,21.2,0.671,0.036,0.436,13,26.7,19.8,7.6,0.3,6.5,17.6,22.4,,0.2,0.2,0.4,0.141,,-0.4,0.2,-0.2,0.1
167,Bruno Fernando,C,23,BOS,20,58,12.6,0.586,0.071,0.357,13.4,14.6,14,9.6,0,4.7,23.6,16.1,,0,0.1,0.1,0.101,,-3.2,0.3,-2.8,0
167,Bruno Fernando,C,23,HOU,10,94,26.5,0.699,0.024,0.463,12.7,34.1,23.3,6.3,0.5,7.6,15.4,26.3,,0.2,0.1,0.3,0.165,,1.3,0.2,1.5,0.1
168,Dorian Finney-Smith,PF,28,DAL,78,2592,12.2,0.594,0.624,0.122,5.1,10.5,7.8,8.3,1.7,1.3,10.1,13.8,,3.1,3,6.1,0.113,,-0.1,0.6,0.5,1.7
169,Malik Fitts,PF,24,TOT,14,54,5.7,0.467,0.6,0,2.1,25.5,14.2,8.2,0,0,11.8,13.8,,0,0.1,0,0.022,,-3.4,-1,-4.4,0
169,Malik Fitts,PF,24,UTA,7,35,-1.6,0.333,0.444,0,0,30.3,15.7,0,0,0,18.2,13.7,,-0.1,0,-0.1,-0.107,,-7.9,-2,-9.8,-0.1
169,Malik Fitts,PF,24,BOS,7,19,19.2,0.667,0.833,0,5.8,16.7,11.4,23.3,0,0,0,13.9,,0.1,0,0.1,0.259,,4.9,0.7,5.6,0
170,Malachi Flynn,PG,23,TOR,42,498,12.2,0.507,0.5,0.146,1.9,11.2,6.3,18.2,1.8,0.8,6.4,16,,0.6,0.5,1.1,0.103,,-1.6,0.5,-1.1,0.1
171,Bryn Forbes,SG,28,TOT,74,1250,11.3,0.57,0.541,0.152,0.9,7,3.9,8.4,0.9,0.3,8.9,21.1,,0.7,0.6,1.3,0.051,,-0.8,-2.1,-2.9,-0.3
171,Bryn Forbes,SG,28,SAS,40,676,12.4,0.572,0.51,0.166,0.6,9.2,4.9,8.6,1.2,0.4,9.4,21.9,,0.4,0.4,0.8,0.054,,-0.3,-1.3,-1.7,0.1
171,Bryn Forbes,SG,28,DEN,34,574,10.1,0.569,0.581,0.135,1.2,4.3,2.8,8.3,0.6,0.3,8.3,20.3,,0.3,0.2,0.6,0.047,,-1.4,-3,-4.4,-0.3
172,Aleem Ford,SF,24,ORL,5,74,0.5,0.35,0.75,0,2.8,18.6,10.7,3.8,0.7,0,16.7,14,,-0.2,0.1,-0.2,-0.103,,-9.1,-2.2,-11.4,-0.2
173,Trent Forrest,PG,23,UTA,60,765,10.9,0.554,0.174,0.31,3.4,10.5,7.1,18.6,1.9,0.7,21.4,12.8,,0.5,0.8,1.3,0.082,,-2.2,1.2,-1.1,0.2
174,Evan Fournier,SG,29,NYK,78,2298,12.3,0.557,0.638,0.118,1.6,8.1,4.8,11.7,1.6,0.8,9.6,20.9,,1.5,2,3.5,0.073,,-0.3,-0.5,-0.8,0.7
175,De'Aaron Fox,PG,24,SAC,59,2083,17.5,0.549,0.228,0.319,1.3,10.9,6,26.8,1.6,1,11.9,29.1,,1.6,1,2.6,0.059,,0.6,-1.3,-0.7,0.7
176,Melvin Frazier,SG,25,OKC,1,33,0,0.259,0.4,0.067,9.2,6.3,7.8,0,1.5,0,6.1,21.5,,-0.2,0,-0.1,-0.211,,-10.3,-8.5,-18.8,-0.1
177,Tim Frazier,PG,31,TOT,12,208,3.3,0.398,0.378,0.2,2.5,7.1,4.8,22.5,0.7,0.4,23.5,13.3,,-0.3,0.1,-0.2,-0.047,,-6.8,-1.8,-8.7,-0.4
177,Tim Frazier,PG,31,ORL,10,200,3.9,0.394,0.395,0.209,2.6,7.4,5,22.7,0.7,0.5,21.7,13,,-0.2,0.1,-0.2,-0.037,,-6.4,-1.7,-8.1,-0.3
177,Tim Frazier,PG,31,CLE,2,8,-10.3,0.5,0,0,0,0,0,17.9,0,0,50,22.1,,-0.1,0,0,-0.282,,-17.8,-5.8,-23.6,0
178,Enes Freedom,C,29,BOS,35,411,15,0.585,0.052,0.289,16.4,25.5,21.1,2.7,0.6,3.1,15.5,13.9,,0.6,0.7,1.4,0.16,,-1.2,-0.2,-1.4,0.1
179,Markelle Fultz,PG,23,ORL,17,330,18.1,0.524,0.086,0.19,1.3,13.8,7.5,45.8,2.8,1.4,16.9,27.9,,0,0.4,0.4,0.056,,0.2,0.7,0.8,0.2
180,Wenyen Gabriel,PF,24,TOT,24,295,11,0.531,0.289,0.367,12.1,16.9,14.5,4.8,0.8,2.1,12.6,17.5,,0.2,0.2,0.4,0.067,,-4.5,-2.3,-6.8,-0.4
180,Wenyen Gabriel,PF,24,BRK,1,1,11.7,,,,0,100,54.3,0,0,0,,0,,0,0,0,0.168,,-1.9,0.3,-1.7,0
180,Wenyen Gabriel,PF,24,LAC,6,46,8.3,0.474,0.385,0.308,11.8,20.2,16.1,6.1,1.1,3.7,16.9,17,,0,0.1,0,0.038,,-6.6,-0.9,-7.6,-0.1
180,Wenyen Gabriel,PF,24,LAL,17,248,11.5,0.54,0.273,0.377,12.2,16,14.1,4.6,0.8,1.8,11.8,17.6,,0.2,0.2,0.4,0.072,,-4.1,-2.5,-6.6,-0.3
181,Daniel Gafford,C,23,WAS,70,1396,21.9,0.711,0.003,0.357,12.3,19.2,15.8,7.5,1,5.8,12.2,16.7,,4.3,1.6,5.9,0.201,,1.2,0.5,1.7,1.3
182,Danilo Gallinari,PF,33,ATL,64,1612,14.3,0.575,0.488,0.268,2.3,18,10.2,8.7,0.9,0.6,5.2,18.4,,2.7,0.8,3.5,0.104,,0.9,-1.2,-0.2,0.7
183,Langston Galloway,SG,30,TOT,7,107,0.7,0.269,0.615,0,3.1,14.7,9,13.7,0.4,0,18.8,12.8,,-0.3,0.1,-0.2,-0.1,,-8,-1.8,-9.9,-0.2
183,Langston Galloway,SG,30,BRK,4,58,1.9,0.462,0.615,0,1.9,12.8,7.5,11,0,0,27.8,13.3,,-0.1,0,-0.1,-0.072,,-7.7,-2.8,-10.5,-0.1
183,Langston Galloway,SG,30,MIL,3,49,-0.6,0.077,0.615,0,4.4,17,10.8,16.9,1,0,7.1,12.2,,-0.2,0,-0.1,-0.133,,-8.5,-0.6,-9.1,-0.1
184,Darius Garland,PG,22,CLE,66,2366,18.9,0.574,0.388,0.208,1.9,8.4,5.2,40.3,1.8,0.3,16.5,27.9,,3.6,2.5,6.1,0.124,,3.3,-0.8,2.5,2.7
185,Marcus Garrett,SG,23,MIA,12,128,4.7,0.28,0.19,0.238,8.1,12.2,10.2,7,2,2.5,7.9,8.8,,-0.1,0.2,0.1,0.033,,-6.4,1,-5.4,-0.1
186,Usman Garuba,PF,19,HOU,22,210,12.8,0.499,0.425,0.175,10.4,27.9,19.1,9.1,1.8,4.3,12.2,9.9,,0.2,0.2,0.4,0.096,,-2,0.6,-1.4,0
187,Luka Garza,C,23,DET,31,358,15,0.542,0.326,0.426,14.7,12.4,13.6,7.1,1.2,1.3,10,20.4,,0.5,0.2,0.7,0.094,,-0.9,-1.8,-2.7,-0.1
188,Rudy Gay,PF,35,UTA,54,1020,13.1,0.54,0.538,0.207,6,19.1,12.8,7.6,1.2,1.6,10,19.3,,0.9,1.2,2,0.096,,-0.6,-0.4,-1,0.3
189,Paul George,SF,31,LAC,30,1044,18.2,0.533,0.399,0.235,1.1,19.2,10.4,27.2,3.1,1.1,15.1,34,,-0.8,1.8,1,0.045,,1.4,1.8,3.2,1.4
190,Taj Gibson,C,36,NYK,50,906,11.9,0.609,0.236,0.306,9.7,16.6,13,4.8,1,4.1,11.9,9.8,,1.4,1.1,2.5,0.133,,-3,0.8,-2.1,0
191,Josh Giddey,SG,19,OKC,54,1700,13.3,0.478,0.318,0.118,5.8,19.8,12.7,32.3,1.5,1.1,19.5,22.2,,-1.3,1.8,0.5,0.013,,-1.2,0.3,-0.9,0.5
192,Shai Gilgeous-Alexander,PG,23,OKC,56,1942,20.9,0.557,0.282,0.385,1.9,12.9,7.4,31.2,1.8,2.2,11.1,30.8,,2.8,1.9,4.7,0.116,,2.9,0.5,3.5,2.7
193,Anthony Gill,PF,29,WAS,42,428,15,0.702,0.247,0.515,7.6,11.7,9.7,7.6,0.5,2.2,10.5,13.8,,1.2,0.2,1.4,0.153,,-0.5,-1.3,-1.7,0
194,Freddie Gillespie,PF,24,ORL,9,119,9.5,0.419,0.045,0.318,11.5,20.5,16,5.9,1.2,6.9,16.6,10.9,,-0.1,0.2,0.1,0.048,,-5.6,0.9,-4.6,-0.1
195,Rudy Gobert,C,29,UTA,64,2058,24.8,0.732,0.008,0.84,13,36.4,25.1,5,1.1,5.8,14.3,16.8,,7.2,4.1,11.3,0.265,,3,1.7,4.7,3.5
196,Brandon Goodwin,PG,26,CLE,34,492,12.5,0.507,0.362,0.25,3.2,11.6,7.5,26.4,2.5,0.2,16.8,18.2,,0.2,0.7,0.8,0.08,,-2.3,1.2,-1.1,0.1
197,Jordan Goodwin,SG,23,WAS,2,6,-20.4,0,0.333,0,0,18.1,9.2,0,0,0,0,22.2,,-0.1,0,-0.1,-0.532,,-24.7,-9.4,-34.1,0
198,Aaron Gordon,PF,26,DEN,75,2376,15.3,0.602,0.312,0.276,6.1,14.3,10.3,11.7,0.9,1.7,12.5,19.7,,3.2,2,5.3,0.106,,0.5,-1.1,-0.6,0.9
199,Eric Gordon,SG,33,HOU,57,1669,12.1,0.614,0.534,0.239,1,6.5,3.7,14.1,0.8,1,14.6,18.5,,1.5,-0.1,1.4,0.041,,-0.1,-2.2,-2.3,-0.1
200,Devonte' Graham,PG,26,NOP,75,2143,12.1,0.514,0.691,0.169,1.9,7.4,4.6,20.9,1.6,0.5,10.5,19.5,,1.6,1.3,2.9,0.065,,0.2,-1.2,-1,0.5
201,Jerami Grant,PF,27,DET,47,1500,16.1,0.556,0.363,0.371,1.9,12.4,6.9,12.5,1.4,3,9.5,25.7,,1.2,1.2,2.4,0.076,,1.4,-0.2,1.2,1.2
