Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
296,Mason Jones,SG,23,LAL,2,9,-2.4,0.282,0.25,0.25,12,11.9,11.9,0,5.3,0,10.1,47.2,,-0.1,0,-0.1,-0.458,,-13.5,-4.4,-17.8,0
297,Tre Jones,PG,22,SAS,67,1095,14.9,0.546,0.139,0.269,2.8,11.7,7.2,26.6,1.7,0.5,10.8,15.3,,1.9,0.9,2.8,0.122,,-1,0.4,-0.5,0.4
298,Tyus Jones,PG,25,MEM,72,1534,16.6,0.545,0.372,0.12,1.1,10.9,5.9,27.9,2,0.1,7.3,16.7,,3.4,1.7,5.1,0.158,,1.2,0.4,1.6,1.4
299,DeAndre Jordan,C,33,TOT,47,599,17.1,0.644,0,0.277,14.7,31.2,23,4.8,1,5.1,19.4,13.9,,0.9,0.9,1.8,0.143,,-1.6,0.2,-1.4,0.1
299,DeAndre Jordan,C,33,LAL,32,408,17.5,0.657,0,0.292,13.5,31.8,22.7,4.5,1.2,5.7,17.3,12.8,,0.7,0.6,1.3,0.152,,-1.5,0.8,-0.7,0.1
299,DeAndre Jordan,C,33,PHI,15,191,16.3,0.619,0,0.25,17.2,29.8,23.6,5.5,0.5,3.8,23.1,16.3,,0.2,0.3,0.5,0.123,,-1.8,-1.2,-3,0
300,Cory Joseph,PG,30,DET,65,1600,11.4,0.579,0.393,0.283,1.9,10.3,5.9,21.8,1.3,1,15.9,14.3,,1.7,0.9,2.5,0.076,,-2,-0.1,-2.1,0
301,Georgios Kalaitzakis,SF,23,TOT,11,120,6,0.521,0.394,0.636,4.5,5.2,4.8,3.8,2.4,1.6,23.5,19.8,,-0.3,0.1,-0.2,-0.062,,-6.8,-2.2,-9,-0.2
301,Georgios Kalaitzakis,SF,23,MIL,9,48,5.9,0.535,0.364,0.818,9,8.7,8.8,0,1,2,21.1,16.9,,0,0,0,-0.01,,-5.8,-2.1,-7.9,-0.1
301,Georgios Kalaitzakis,SF,23,OKC,2,72,6.2,0.513,0.409,0.545,1.4,2.9,2.1,6.4,3.4,1.3,24.8,21.8,,-0.2,0.1,-0.1,-0.096,,-7.4,-2.3,-9.7,-0.1
302,Frank Kaminsky,C,28,PHO,9,181,21.3,0.635,0.227,0.303,6.7,17.3,12.1,10.1,2.1,3.4,6.3,19,,0.5,0.3,0.9,0.229,,2.4,2.5,4.9,0.3
303,Luke Kennard,SG,25,LAC,68,1872,13.2,0.621,0.666,0.122,1,11.4,6.3,11.1,1,0.3,8,16.5,,2.8,1.5,4.3,0.111,,0.8,-0.4,0.4,1.2
304,Braxton Key,SF,24,TOT,9,155,13.2,0.489,0.254,0.169,7.4,22,14.3,6.2,2.5,5.9,11.2,19.8,,-0.1,0.2,0.1,0.043,,-4.8,0.4,-4.4,-0.1
304,Braxton Key,SF,24,PHI,2,6,9.1,0.5,0.5,0,18.9,18.3,18.6,25.9,8.3,0,50,30,,0,0,0,-0.168,,-9.5,3.3,-6.2,0
304,Braxton Key,SF,24,DET,7,149,13.4,0.489,0.246,0.175,6.9,22.2,14.2,5.4,2.3,6.1,8.9,19.4,,-0.1,0.2,0.2,0.051,,-4.6,0.2,-4.3,-0.1
305,George King,SF,28,DAL,4,19,-12.3,0.085,0.8,0.4,0,29.3,14.6,0,0,0,14.5,16.3,,-0.1,0,-0.1,-0.298,,-16.6,-3.5,-20.2,-0.1
306,Louis King,SF,22,SAC,10,104,8.2,0.438,0.574,0.213,0,12.7,6.3,12.5,0.9,0.8,0,21.2,,0,0,0,0.001,,-3,-1.7,-4.7,-0.1
307,Corey Kispert,SF,22,WAS,75,1750,10.6,0.579,0.618,0.121,3.4,9.1,6.3,6.7,1,1.1,8.7,14.6,,1.4,0.7,2.1,0.057,,-1,-1.6,-2.5,-0.2
308,Maxi Kleber,PF,30,DAL,59,1450,11,0.537,0.72,0.184,5.3,21.5,13.4,6.6,1,3.6,10.9,13.4,,0.7,2.2,2.9,0.097,,-1.6,1.1,-0.5,0.5
309,Brandon Knight,PG,30,DAL,5,65,13,0.561,0.68,0.32,0,13.7,6.8,18.7,0.8,0,12.3,22.5,,0.1,0.1,0.1,0.09,,-2.8,-1.9,-4.7,0
310,Nathan Knight,PF,24,MIN,36,251,17.7,0.599,0.132,0.75,12.5,20.5,16.4,10.7,1.3,3.1,14.4,19.7,,0.5,0.3,0.8,0.161,,-1.3,0.2,-1,0.1
311,Kevin Knox,SF,22,TOT,29,221,11,0.501,0.627,0.241,6.3,14.3,10.3,6.5,0.9,0.8,7.1,19.6,,0.1,0.1,0.2,0.05,,-1.6,-2.1,-3.7,-0.1
311,Kevin Knox,SF,22,NYK,13,111,11.7,0.529,0.7,0.25,7.6,13.8,10.6,4.2,0.9,0.9,10.1,19.5,,0,0.1,0.1,0.06,,0.5,-1.9,-1.5,0
311,Kevin Knox,SF,22,ATL,16,110,10.4,0.475,0.558,0.233,5,14.8,9.9,8.9,0.9,0.8,4,19.6,,0,0.1,0.1,0.04,,-3.8,-2.2,-6,-0.1
312,John Konchar,SG,25,MEM,70,1244,13.6,0.615,0.486,0.177,6.5,20.2,13.2,9.9,1.7,1.5,8.8,9.7,,2.3,1.7,4,0.153,,0.1,1.4,1.4,1.1
313,Furkan Korkmaz,SG,24,PHI,65,1375,10.4,0.506,0.564,0.174,1.7,12,7,13.2,1.2,0.5,8.7,17.7,,0.1,1.1,1.2,0.043,,-1.9,-1,-3,-0.3
314,Luke Kornet,C,26,TOT,14,90,14.3,0.442,0.2,0.3,12.3,16.5,14.5,10.5,2.2,3,0,11.1,,0.1,0.2,0.3,0.161,,-2.1,1.1,-1,0
314,Luke Kornet,C,26,CLE,2,15,8.7,0.316,0.2,0.6,15.1,7.2,11,8.8,0,6,0,18.6,,0,0,0,0.009,,-6.7,-3.2,-9.9,0
314,Luke Kornet,C,26,MIL,1,3,-5,0,0,0,36.1,0,17.7,0,0,0,0,14.2,,0,0,0,-0.154,,-14.2,-10.5,-24.7,0
314,Luke Kornet,C,26,BOS,11,72,16.2,0.522,0.214,0.214,10.8,19.1,15,11.3,2.8,2.5,0,9.4,,0.2,0.1,0.3,0.206,,-0.6,2.5,1.9,0.1
315,Vit Krejci,SG,21,OKC,28,606,8.9,0.543,0.608,0.14,2.5,12.7,7.5,12.6,1.4,1.1,14.6,12.7,,0.2,0.5,0.7,0.052,,-4.1,-0.6,-4.8,-0.4
316,Arnoldas Kulboka,SF,24,CHO,1,3,0,,,,0,0,0,0,0,0,,0,,0,0,0,-0.014,,-5.3,-5.3,-10.6,0
317,Jonathan Kuminga,SF,19,GSW,68,1134,14.7,0.589,0.324,0.416,5.2,16.2,10.8,8.2,1.2,1.8,12.1,22.9,,1,1.7,2.7,0.112,,-1.7,-0.4,-2.1,0
318,Kyle Kuzma,PF,26,WAS,66,2204,15.2,0.547,0.401,0.234,3.6,24.2,14.1,16.3,0.9,2.2,14.1,24.2,,0,2.1,2.1,0.045,,0.2,-0.4,-0.2,1
319,Anthony Lamb,SF,24,SAS,2,8,-0.5,0,1,0,0,13.2,6.5,27.8,0,0,0,10.5,,0,0,0,-0.137,,-6.2,-1.8,-7.9,0
320,Jeremy Lamb,SF-SG,29,TOT,54,893,13.7,0.522,0.485,0.313,3,15.5,9.2,12.3,1.6,2.1,7.9,19.9,,0.7,0.6,1.3,0.071,,-0.2,-0.4,-0.6,0.3
320,Jeremy Lamb,SF,29,IND,39,613,13.4,0.524,0.513,0.351,2.7,14.5,8.5,11.6,1.8,2,8.4,20.1,,0.5,0.4,0.9,0.072,,-0.2,-0.2,-0.5,0.2
320,Jeremy Lamb,SG,29,SAC,15,280,14.3,0.517,0.426,0.231,3.8,17.7,10.7,13.6,1,2.5,7,19.6,,0.2,0.2,0.4,0.067,,0,-0.8,-0.8,0.1
321,Jock Landale,C,26,SAS,52,556,16.7,0.614,0.43,0.192,11.2,12.7,12,10.7,0.9,2.1,12.9,18.2,,1.1,0.4,1.5,0.129,,1,-1.1,-0.1,0.3
322,Romeo Langford,SG,22,TOT,47,760,9.4,0.523,0.447,0.211,4.4,10.7,7.6,3.8,1.4,1.9,7.2,13,,0.3,1,1.3,0.083,,-2.3,1,-1.3,0.1
322,Romeo Langford,SG,22,BOS,44,728,9.3,0.52,0.451,0.185,4.6,10.8,7.7,3.6,1.4,2,7.4,13,,0.2,1,1.3,0.083,,-2.3,1,-1.2,0.1
322,Romeo Langford,SG,22,SAS,3,32,11.1,0.579,0.333,1,0,9.9,4.9,8.1,1.5,0,0,11.4,,0,0,0.1,0.088,,-3,0,-3.1,0
323,Zach LaVine,SF,26,CHI,66,2298,19.9,0.604,0.402,0.318,1.1,13.7,7.4,20.6,0.9,0.9,11.3,28.9,,4.4,1.4,5.7,0.12,,3.8,-1.4,2.4,2.6
324,Jake Layman,SF,27,MIN,33,214,7.6,0.466,0.486,0.2,2.9,13.8,8.3,5.7,1.3,2.3,11.6,16.8,,-0.2,0.2,0,-0.003,,-4.2,-0.6,-4.8,-0.2
325,Damion Lee,SG,29,GSW,61,1210,10.9,0.563,0.497,0.192,2.3,14.8,8.8,7.1,1.5,0.5,8.4,15.8,,0.9,1.7,2.6,0.101,,-2.4,0.4,-2,0
326,Saben Lee,PG,22,DET,36,572,14.2,0.495,0.347,0.341,2.9,13.7,8,25.7,3,1.9,12.7,17.1,,0.3,0.7,1,0.082,,-1.6,1.8,0.1,0.3
327,Alex Len,C,28,SAC,39,620,13.1,0.577,0.119,0.358,9,19.4,14.1,10.6,1,3.5,17.4,17.1,,0.4,0.5,0.9,0.07,,-3.2,0.2,-3,-0.1
328,Caris LeVert,SG,27,TOT,56,1718,15.2,0.525,0.299,0.219,2.8,10.8,6.8,22.1,1.4,1.1,10.4,25.7,,1.1,1,2.1,0.059,,0.2,-1.3,-1.2,0.4
328,Caris LeVert,SG,27,IND,39,1214,16.4,0.53,0.304,0.235,2.7,11.2,6.9,22.8,1.4,1.3,9.9,26.8,,1.1,0.5,1.6,0.062,,1,-1.3,-0.3,0.5
328,Caris LeVert,SG,27,CLE,17,504,12.5,0.51,0.284,0.172,2.9,10.1,6.6,20.3,1.4,0.7,11.8,23,,0,0.5,0.5,0.051,,-1.9,-1.3,-3.2,-0.1
329,Kira Lewis Jr.,PG,20,NOP,24,341,9.8,0.466,0.397,0.082,2.9,9.9,6.3,21.8,1.6,0.3,14.7,22.4,,-0.3,0.2,-0.1,-0.014,,-2.8,-1.2,-4,-0.2
330,Scottie Lewis,SG,21,CHO,2,7,14.6,0.568,,,0,0,0,16.3,6.8,0,0,5.3,,0,0,0,0.163,,0,5.9,5.9,0
331,Damian Lillard,PG,31,POR,29,1056,18.5,0.55,0.514,0.328,1.3,11.5,6.2,33.8,0.8,1,11.6,29.3,,1.7,0.1,1.8,0.082,,4,-2.7,1.3,0.9
332,Nassir Little,SF,21,POR,42,1088,13.5,0.575,0.489,0.298,5.7,18.6,11.9,7.4,1.1,3.3,10.1,15.8,,1.2,0.6,1.8,0.078,,-0.9,-0.6,-1.4,0.2
333,Isaiah Livers,SF,23,DET,17,340,10.8,0.606,0.735,0.145,4.2,12.4,8.1,8.6,1.4,1.9,12.8,12.8,,0.3,0.2,0.6,0.08,,-1.3,-0.4,-1.7,0
334,Kevon Looney,C,25,GSW,80,1705,15.7,0.587,0.003,0.352,13.5,23.7,18.7,13.1,1.4,2.9,14,12.2,,3.5,3.1,6.6,0.186,,-0.9,1.7,0.7,1.2
335,Brook Lopez,C,33,MIL,12,277,15.2,0.553,0.408,0.192,6.7,12,9.4,3.2,1.4,4.9,7.8,21.8,,0.2,0.3,0.6,0.097,,-1.3,-0.7,-2,0
336,Robin Lopez,C,33,ORL,35,602,13.5,0.568,0.025,0.264,11.7,9.9,10.8,14.1,0.2,2.7,16.7,19,,0.4,0.3,0.7,0.059,,-2.5,-1.5,-4,-0.3
337,Didi Louzada,SG-SF,22,TOT,7,85,9,0.565,0.739,0.087,5.1,9.4,7.1,6.5,1.1,1.2,14.3,14.2,,0,0,0,0.019,,-2.3,-3.2,-5.5,-0.1
337,Didi Louzada,SF,22,NOP,2,7,-1.2,0,1,0,31,0,15.8,17.2,0,0,0,18.4,,0,0,0,-0.235,,-4.1,-8.4,-12.5,0
337,Didi Louzada,SG,22,POR,5,78,9.9,0.647,0.7,0.1,2.7,10.2,6.3,5.6,1.3,1.3,16.1,13.8,,0.1,0,0.1,0.042,,-2.1,-2.7,-4.8,-0.1
338,Kevin Love,PF,33,CLE,72,1629,19.1,0.588,0.625,0.261,5.6,28.9,17.5,15.4,0.8,0.9,10.5,24.9,,2.9,2.4,5.4,0.158,,4,0.2,4.1,2.5
339,Kyle Lowry,PG,35,MIA,62,2102,15,0.597,0.614,0.28,1.8,13,7.5,32.5,1.5,0.9,19.2,18.2,,3.7,2.6,6.3,0.144,,1.1,0.8,1.9,2.1
340,Gabriel Lundberg,SG,27,PHO,3,17,1,0.25,0.5,0,6.5,6.1,6.3,41.6,2.8,0,33.3,22.8,,-0.1,0,-0.1,-0.158,,-7.8,-0.9,-8.6,0
341,Timothé Luwawu-Cabarrot,SF,26,ATL,50,662,9.8,0.565,0.65,0.224,2.7,10.3,6.5,7.9,1.3,0.8,8.6,14.5,,0.6,0.3,0.9,0.067,,-2.1,-1,-3.1,-0.2
342,Trey Lyles,PF,26,TOT,73,1499,16.5,0.589,0.378,0.439,6.1,20.9,13.2,9.1,0.9,1.9,9.8,20.5,,2.4,1.1,3.6,0.114,,0.6,-0.8,-0.2,0.7
342,Trey Lyles,PF,26,DET,51,990,16.7,0.576,0.38,0.458,6.2,21.2,13.3,9.5,1.1,2.4,10.5,22.3,,1.3,0.9,2.2,0.107,,0.5,-0.4,0.1,0.5
342,Trey Lyles,PF,26,SAC,22,509,16,0.621,0.373,0.392,5.9,20.4,13.1,8.3,0.5,1,7.9,17,,1.1,0.2,1.4,0.128,,0.9,-1.6,-0.8,0.2
343,Théo Maledon,PG,20,OKC,51,908,10.6,0.5,0.473,0.315,2.2,12.7,7.4,18.5,1.7,1.1,15.3,20.3,,-0.5,0.8,0.3,0.017,,-3.7,-0.7,-4.4,-0.5
344,Sandro Mamukelashvili,PF,22,MIL,39,358,13.5,0.602,0.49,0.167,9.7,10.7,10.2,6.8,1.1,2.4,11.2,13.8,,0.6,0.3,0.9,0.121,,0.2,-0.8,-0.6,0.1
345,Terance Mann,SF,25,LAC,79,2277,13.4,0.573,0.3,0.241,5,14.3,9.8,13.1,1.2,0.7,10,16,,3,2.2,5.3,0.111,,-0.8,0.1,-0.7,0.8
346,Tre Mann,PG,20,OKC,60,1367,10.2,0.501,0.463,0.139,1.9,11.1,6.4,10.7,1.7,0.8,10.2,22,,-0.9,1.1,0.1,0.004,,-3.2,-1.1,-4.3,-0.8
347,Boban Marjanović,C,33,DAL,21,108,20.1,0.616,0.049,0.328,7.2,24.7,15.9,3.9,0,2.5,13.6,33.7,,0,0.1,0.1,0.06,,-1.8,-1.1,-2.9,0
348,Lauri Markkanen,PF,24,CLE,59,1832,14.5,0.576,0.543,0.229,3.6,16.3,10.1,6.7,1.2,1.5,6.5,19.3,,2.5,2.3,4.8,0.125,,0.3,0,0.3,1
349,Naji Marshall,SF,24,NOP,53,687,12.1,0.5,0.402,0.347,5.5,16.4,10.9,11.6,2.4,1,12.7,20.7,,0,0.8,0.7,0.05,,-2.9,-0.3,-3.2,-0.2
350,Caleb Martin,SF,26,MIA,59,1346,15,0.612,0.375,0.228,6,12.9,9.5,7,2.2,2.4,9.9,16.3,,2,2.1,4.1,0.145,,0.2,1,1.2,1.1
351,Cody Martin,SF,26,CHO,69,1813,12.5,0.575,0.375,0.252,4.4,11.9,8.1,12.4,2.2,1.6,11.6,12.1,,2.2,1.5,3.7,0.097,,-1.3,0.7,-0.6,0.6
352,Kelan Martin,SF,26,TOT,30,450,9.4,0.484,0.439,0.076,4.1,9.5,6.8,6.7,1.4,1.7,7.3,18.2,,-0.1,0.2,0.1,0.007,,-2.6,-1,-3.6,-0.2
352,Kelan Martin,SF,26,IND,27,444,9.7,0.492,0.44,0.077,4,9.4,6.6,6.8,1.4,1.8,7.5,18.1,,-0.1,0.2,0.1,0.013,,-2.4,-0.9,-3.3,-0.1
352,Kelan Martin,SF,26,BOS,3,6,-11.3,0,0.333,0,18.5,17.7,18.1,0,0,0,0,22.1,,-0.1,0,0,-0.384,,-14.7,-10.5,-25.2,0
353,Kenyon Martin Jr.,SF,21,HOU,77,1617,14.4,0.604,0.314,0.235,5.4,14.6,10,9.5,1,2.2,9.6,16.3,,2.3,0.6,2.9,0.086,,0.1,-1.1,-1.1,0.4
354,Garrison Mathews,SG,25,HOU,63,1654,10.8,0.595,0.836,0.381,2.1,9.8,5.9,5.3,1.6,1.2,6.9,14.5,,2.1,0.5,2.6,0.076,,-1.5,-1,-2.5,-0.2
355,Dakota Mathias,SG,26,MEM,6,16,11.1,0.5,1,0,0,13.4,6.5,8.1,3,0,0,15.4,,0,0,0,0.115,,-1.5,1.7,0.2,0
356,Wesley Matthews,SG,35,MIL,48,981,6.8,0.531,0.724,0.126,3.3,6.5,4.9,4.6,1.1,0.8,7.4,10.6,,0.5,0.6,1.1,0.054,,-3,-0.3,-3.4,-0.3
357,Tyrese Maxey,PG,21,PHI,73,2596,16.1,0.593,0.31,0.246,1.1,8.9,5.1,19.1,1,1.1,7.4,20,,5.2,1.9,7.1,0.13,,1.2,-0.6,0.6,1.7
358,Skylar Mays,SG,24,ATL,27,218,11.8,0.589,0.391,0.141,2.5,10,6.3,10.9,1.6,0,12.8,15.6,,0.2,0.1,0.3,0.061,,-1.2,-0.8,-2,0
359,Miles McBride,PG,21,NYK,39,354,6.4,0.397,0.621,0.117,1.2,11.4,6.2,16.3,1.8,0.3,4.4,14,,-0.1,0.4,0.2,0.033,,-5.4,1,-4.4,-0.2
360,Mac McClung,PG,23,CHI,1,3,8.8,1,0,0,0,0,0,0,0,0,50,29.4,,0,0,0,-0.249,,-6.9,-8.4,-15.3,0
361,CJ McCollum,SG,30,TOT,60,2110,18.6,0.556,0.403,0.143,2.7,11.5,7,26.1,1.6,1,9.4,27.5,,2.8,1,3.8,0.086,,3.4,-1.2,2.2,2.2
361,CJ McCollum,SG,30,POR,36,1267,15.9,0.532,0.435,0.102,2.9,10.7,6.6,22.3,1.4,1.6,9.2,26.1,,0.8,0.3,1.1,0.043,,1.8,-1.7,0.1,0.7
361,CJ McCollum,SG,30,NOP,24,843,22.7,0.589,0.358,0.2,2.4,12.7,7.5,31.8,1.9,0.1,9.7,29.5,,2,0.7,2.7,0.152,,5.7,-0.5,5.2,1.5
362,T.J. McConnell,PG,29,IND,25,596,15,0.527,0.141,0.092,3.7,12.1,7.8,28.7,2.1,1.3,12.7,15.8,,0.9,0.3,1.2,0.097,,-0.4,1.4,1.1,0.5
363,Jaden McDaniels,PF,21,MIN,69,1785,10.3,0.553,0.453,0.128,4.5,13.3,8.8,6.1,1.4,2.8,11.4,15.3,,0.8,1.7,2.4,0.065,,-2.9,-0.1,-2.9,-0.4
364,Jalen McDaniels,SF,24,CHO,53,855,11.8,0.58,0.427,0.293,4.1,15.7,9.8,8.2,1.4,2.2,11.5,15.1,,0.8,0.7,1.4,0.08,,-2.6,-0.5,-3.1,-0.2
365,Doug McDermott,PF,30,SAS,51,1223,11.4,0.593,0.551,0.11,1.5,8.4,4.9,7.2,0.5,0.4,8.1,18.3,,1.1,0.5,1.6,0.063,,-0.4,-2.1,-2.5,-0.1
366,JaVale McGee,C,34,PHO,72,1136,22.9,0.654,0.02,0.309,14.8,29.8,22.5,5.5,0.9,6.3,15.2,22.7,,2.4,2.5,4.9,0.208,,0.2,1.1,1.2,0.9
367,Cameron McGriff,SF,24,POR,3,46,12.5,0.47,0.429,0.143,13.9,22.2,17.9,9.4,0,2.1,0,14,,0.1,0,0.1,0.099,,-1,-3.1,-4,0
368,Rodney McGruder,SG,30,DET,49,705,10.8,0.561,0.667,0.097,4.2,11.9,7.9,9.6,1.3,0.8,9.3,14.5,,0.6,0.4,1,0.065,,-1,-0.8,-1.8,0
369,Alfonzo McKinnie,SF,29,CHI,17,206,5.6,0.457,0.443,0.131,7.1,10.8,9,3.2,0.5,1.3,9.8,15.3,,-0.2,0.1,-0.1,-0.013,,-5.6,-3.4,-9,-0.4
370,JaQuori McLaughlin,PG,24,DAL,4,11,-2.9,0,0.5,0,0,0,0,22.4,0,0,0,8.2,,0,0,0,-0.104,,-9.4,-4.2,-13.7,0
371,Jordan McLaughlin,PG,25,MIN,61,883,13.6,0.533,0.427,0.201,2.6,8.7,5.6,26.1,3.1,1,14.3,12,,1.3,1,2.3,0.125,,-1.1,1.6,0.5,0.6
